,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,R12-T77,R12-T95,R12-T119,R12-T216,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
2804,FW510-R12_contig_1_1749,K02911,Genetic Information Processing,Translation,Ribosome,"RP-L32, MRPL32, rpmF; large subunit ribosomal protein",ko09120,ko09122,ko03010,1.577422687852463,0.33614301540790625,-0.034853966701742074,-1.5569599895161665,-1.536150515582582,0.3282932726787376,0.20506117792964076,0.6810443179317501
2805,FW510-R12_contig_1_1749,K02911,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-L32, MRPL32, rpmF; large subunit ribosomal protein",ko09180,ko09182,ko03011,1.577422687852463,0.33614301540790625,-0.034853966701742074,-1.5569599895161665,-1.536150515582582,0.3282932726787376,0.20506117792964076,0.6810443179317501
2806,FW510-R12_contig_1_1749,K02911,Brite Hierarchies,Protein families: genetic information processing,Mitochondrial biogenesis,"RP-L32, MRPL32, rpmF; large subunit ribosomal protein",ko09180,ko09182,ko03029,1.577422687852463,0.33614301540790625,-0.034853966701742074,-1.5569599895161665,-1.536150515582582,0.3282932726787376,0.20506117792964076,0.6810443179317501
2807,FW510-R12_contig_1_1750,K00648,Metabolism,Lipid metabolism,Fatty acid biosynthesis,fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III,ko09100,ko09103,ko00061,0.6374209141709034,0.24834664415086866,0.04161101011676772,-2.27309472081391,-0.7954988652997473,0.39833910254998905,0.7086087165055965,1.0342671986195349
2808,FW510-R12_contig_1_1750,K00648,Brite Hierarchies,Protein families: metabolism,Lipid biosynthesis proteins,fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III,ko09180,ko09181,ko01004,0.6374209141709034,0.24834664415086866,0.04161101011676772,-2.27309472081391,-0.7954988652997473,0.39833910254998905,0.7086087165055965,1.0342671986195349
2814,FW510-R12_contig_1_1754,K09458,Metabolism,Lipid metabolism,Fatty acid biosynthesis,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II",ko09100,ko09103,ko00061,1.3908464487655343,0.34150331096597075,-0.27706443527761565,-2.227207480724406,-0.2555106684635994,-0.029727823393074355,0.1499380008161975,0.9072226473109878
2815,FW510-R12_contig_1_1754,K09458,Metabolism,Metabolism of cofactors and vitamins,Biotin metabolism,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II",ko09100,ko09108,ko00780,1.3908464487655343,0.34150331096597075,-0.27706443527761565,-2.227207480724406,-0.2555106684635994,-0.029727823393074355,0.1499380008161975,0.9072226473109878
2816,FW510-R12_contig_1_1754,K09458,Brite Hierarchies,Protein families: metabolism,Lipid biosynthesis proteins,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II",ko09180,ko09181,ko01004,1.3908464487655343,0.34150331096597075,-0.27706443527761565,-2.227207480724406,-0.2555106684635994,-0.029727823393074355,0.1499380008161975,0.9072226473109878
2840,FW510-R12_contig_1_1763,K00331,Metabolism,Energy metabolism,Oxidative phosphorylation,nuoB; NADH-quinone oxidoreductase subunit B,ko09100,ko09102,ko00190,0.8615699123436208,0.23513440381950376,0.07213120595143205,-2.161412794801707,-0.6628403613129494,-0.05934854904122591,0.3040252544160096,1.410740928625316
2841,FW510-R12_contig_1_1764,K00332,Metabolism,Energy metabolism,Oxidative phosphorylation,nuoC; NADH-quinone oxidoreductase subunit C,ko09100,ko09102,ko00190,1.2050817588593679,0.3093615781624027,-0.13472044871164726,-2.3037487034136586,0.17526695294956235,-0.37809240355195173,0.16461714328141186,0.9622341224245003
2909,FW510-R12_contig_1_1791,K02956,Genetic Information Processing,Translation,Ribosome,"RP-S15, MRPS15, rpsO; small subunit ribosomal protein",ko09120,ko09122,ko03010,0.9987862676127842,0.36728381593602843,0.11179675083373594,-2.34978769674317,-0.6967798957617652,0.4184454081261026,0.49967772768233276,0.6505776223139441
2910,FW510-R12_contig_1_1791,K02956,Brite Hierarchies,Protein families: genetic information processing,Ribosome,"RP-S15, MRPS15, rpsO; small subunit ribosomal protein",ko09180,ko09182,ko03011,0.9987862676127842,0.36728381593602843,0.11179675083373594,-2.34978769674317,-0.6967798957617652,0.4184454081261026,0.49967772768233276,0.6505776223139441
2911,FW510-R12_contig_1_1792,K00962,Genetic Information Processing,"Folding, sorting and degradation",RNA degradation,"pnp, PNPT1; polyribonucleotide nucleotidyltransferase",ko09120,ko09123,ko03018,1.3621598863110156,0.16615531062647101,-0.35073218165299797,-2.3250487818285874,0.12590216185112044,0.20604933015211724,0.09374399348403305,0.7217702810568305
2912,FW510-R12_contig_1_1792,K00962,Brite Hierarchies,Protein families: genetic information processing,Messenger RNA biogenesis,"pnp, PNPT1; polyribonucleotide nucleotidyltransferase",ko09180,ko09182,ko03019,1.3621598863110156,0.16615531062647101,-0.35073218165299797,-2.3250487818285874,0.12590216185112044,0.20604933015211724,0.09374399348403305,0.7217702810568305
2913,FW510-R12_contig_1_1792,K00962,Brite Hierarchies,Protein families: genetic information processing,Transfer RNA biogenesis,"pnp, PNPT1; polyribonucleotide nucleotidyltransferase",ko09180,ko09182,ko03016,1.3621598863110156,0.16615531062647101,-0.35073218165299797,-2.3250487818285874,0.12590216185112044,0.20604933015211724,0.09374399348403305,0.7217702810568305
2921,FW510-R12_contig_1_1799,K13993,Genetic Information Processing,"Folding, sorting and degradation",Protein processing in endoplasmic reticulum,HSP20; HSP20 family,ko09120,ko09123,ko04141,0.5619459201581598,1.025487629589461,0.7343297509786574,1.5041990171627007,-1.2686478360122184,-1.0176109283463342,-0.7558127546217522,-0.7838907989086757
2922,FW510-R12_contig_1_1799,K13993,Brite Hierarchies,Protein families: genetic information processing,Chaperones and folding catalysts,HSP20; HSP20 family,ko09180,ko09182,ko03110,0.5619459201581598,1.025487629589461,0.7343297509786574,1.5041990171627007,-1.2686478360122184,-1.0176109283463342,-0.7558127546217522,-0.7838907989086757
3019,FW510-R12_contig_1_1844,K06207,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Signaling,"typA, bipA; GTP-binding",ko09190,ko09193,ko99995,1.414339250297961,-0.07044257201573294,-0.29613152311962093,-1.8694281536150483,-0.9951623949478673,0.28831950594382,0.4722038256161985,1.0563020618402945
3098,FW510-R12_contig_1_1885,K00285,Metabolism,Amino acid metabolism,Phenylalanine metabolism,dadA; D-amino-acid dehydrogenase,ko09100,ko09105,ko00360,1.8532395244398956,0.2274598805254536,-0.185960839170506,0.36102002077903234,-0.4392055732838467,-2.030935177810527,0.042889875456934345,0.1714922890635693
3099,FW510-R12_contig_1_1885,K00285,Metabolism,Metabolism of other amino acids,D-Amino acid metabolism,dadA; D-amino-acid dehydrogenase,ko09100,ko09106,ko00470,1.8532395244398956,0.2274598805254536,-0.185960839170506,0.36102002077903234,-0.4392055732838467,-2.030935177810527,0.042889875456934345,0.1714922890635693
3100,FW510-R12_contig_1_1886,K01775,Metabolism,Metabolism of other amino acids,D-Amino acid metabolism,alr; alanine racemase,ko09100,ko09106,ko00470,2.5321327569922887,-0.4946664609715621,-0.5483379307624139,0.2015256691654977,-0.7354651528616741,0.0011277362159613806,-0.5236594744180408,-0.43265714336006855
3101,FW510-R12_contig_1_1886,K01775,Human Diseases,Drug resistance: antimicrobial,Vancomycin resistance,alr; alanine racemase,ko09160,ko09175,ko01502,2.5321327569922887,-0.4946664609715621,-0.5483379307624139,0.2015256691654977,-0.7354651528616741,0.0011277362159613806,-0.5236594744180408,-0.43265714336006855
3102,FW510-R12_contig_1_1886,K01775,Brite Hierarchies,Protein families: metabolism,Peptidoglycan biosynthesis and degradation proteins,alr; alanine racemase,ko09180,ko09181,ko01011,2.5321327569922887,-0.4946664609715621,-0.5483379307624139,0.2015256691654977,-0.7354651528616741,0.0011277362159613806,-0.5236594744180408,-0.43265714336006855
3103,FW510-R12_contig_1_1887,K00951,Metabolism,Nucleotide metabolism,Purine metabolism,relA; GTP pyrophosphokinase,ko09100,ko09104,ko00230,2.0669528668351904,1.0219801911497992,-0.02645757946573147,0.11315950764073981,-0.989773497145446,-0.5371722603492259,-0.6786333275361794,-0.9700559011291442
3104,FW510-R12_contig_1_1887,K01139,Metabolism,Nucleotide metabolism,Purine metabolism,"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5",ko09100,ko09104,ko00230,2.0669528668351904,1.0219801911497992,-0.02645757946573147,0.11315950764073981,-0.989773497145446,-0.5371722603492259,-0.6786333275361794,-0.9700559011291442
3105,FW510-R12_contig_1_1887,K01139,Brite Hierarchies,Protein families: genetic information processing,Ribosome biogenesis,"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5",ko09180,ko09182,ko03009,2.0669528668351904,1.0219801911497992,-0.02645757946573147,0.11315950764073981,-0.989773497145446,-0.5371722603492259,-0.6786333275361794,-0.9700559011291442
3178,FW510-R12_contig_1_1933,K06158,Brite Hierarchies,Protein families: genetic information processing,Translation factors,"ABCF3; ATP-binding cassette, subfamily F, member",ko09180,ko09182,ko03012,1.655896458087514,0.2393798050342257,-0.40094841109126306,-1.7265239098450595,-0.8453187141977063,-0.2562708583691214,0.225684670386196,1.1081009599952008
3191,FW510-R12_contig_1_1943,K05527,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,"bolA; BolA family transcriptional regulator, general stress-responsive",ko09180,ko09182,ko03000,0.747737426992407,0.49497729558942366,0.2776082017277941,-2.3024303672440443,-0.5701727888799059,-0.27236840896278625,0.5902757388999527,1.0343729018771604
3192,FW510-R12_contig_1_1943,K09780,Not Included in Pathway or Brite,Unclassified,Unclassified,K09780; uncharacterized,ko09190,ko09194,ko99997,0.747737426992407,0.49497729558942366,0.2776082017277941,-2.3024303672440443,-0.5701727888799059,-0.27236840896278625,0.5902757388999527,1.0343729018771604
3195,FW510-R12_contig_1_1946,K07304,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,msrA; peptide-methionine (S)-S-oxide reductase,ko09190,ko09191,ko99980,-0.17244696210271462,0.38183613967403385,0.6904354285634741,1.8592523608305578,-0.9129085663676085,-1.737153463890581,-0.18469281615376187,0.07567787944659829
3196,FW510-R12_contig_1_1946,K12267,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11,ko09190,ko09191,ko99980,-0.17244696210271462,0.38183613967403385,0.6904354285634741,1.8592523608305578,-0.9129085663676085,-1.737153463890581,-0.18469281615376187,0.07567787944659829
3197,FW510-R12_contig_1_1947,K07305,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,msrB; peptide-methionine (R)-S-oxide reductase,ko09190,ko09191,ko99980,0.006076796688359107,0.3980518153413373,0.48950468315750767,1.938272831430037,-0.9970660156600628,-1.6481095584513363,-0.33539989680344284,0.14866934429759965
3198,FW510-R12_contig_1_1947,K12267,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11,ko09190,ko09191,ko99980,0.006076796688359107,0.3980518153413373,0.48950468315750767,1.938272831430037,-0.9970660156600628,-1.6481095584513363,-0.33539989680344284,0.14866934429759965
3216,FW510-R12_contig_1_1954,K08363,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,merT; mercuric ion transport,ko09180,ko09183,ko02000,1.9412072061715198,0.6878381261766979,-0.35327977947727296,0.1224522048976141,-0.6555054936776927,-1.5849797632323224,0.4975468292291154,-0.6552793300876525
3278,FW510-R12_contig_1_2010,K03321,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"TC.SULP; sulfate permease, SulP",ko09180,ko09183,ko02000,1.7268478553404547,0.11929931705618639,-0.3055773033889885,0.43301303373517797,-1.0570506891885338,-1.764871274374989,0.6800210752952169,0.16831798552547753
3339,FW510-R12_contig_1_2040,K03296,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1",ko09190,ko09193,ko99977,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3340,FW510-R12_contig_1_2040,K07788,Environmental Information Processing,Signal transduction,Two-component system,mdtB; multidrug efflux,ko09130,ko09132,ko02020,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3341,FW510-R12_contig_1_2040,K07788,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,mdtB; multidrug efflux,ko09180,ko09183,ko02000,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3342,FW510-R12_contig_1_2040,K07789,Environmental Information Processing,Signal transduction,Two-component system,mdtC; multidrug efflux,ko09130,ko09132,ko02020,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3343,FW510-R12_contig_1_2040,K07789,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,mdtC; multidrug efflux,ko09180,ko09183,ko02000,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3344,FW510-R12_contig_1_2040,K21133,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,mexN; multidrug efflux,ko09180,ko09183,ko02000,-0.7076251922712251,-0.504671591757198,-0.06769417626080791,2.590183793215275,-0.14710986564813155,-0.2679945233468807,-0.31174188535583525,-0.5833465585751945
3353,FW510-R12_contig_1_2051,K07334,Brite Hierarchies,Protein families: signaling and cellular processes,Prokaryotic defense system,higB-1; toxin,ko09180,ko09183,ko02048,1.5509874475515388,0.7646803330061963,-0.36634401326732613,1.2240783597175418,-1.1069084219138374,-1.2357107404201473,-0.04136026480576977,-0.7894226998682021
3354,FW510-R12_contig_1_2053,K03601,Genetic Information Processing,Replication and repair,Mismatch repair,xseA; exodeoxyribonuclease VII large subunit,ko09120,ko09124,ko03430,0.1040318961552343,0.08685464714041755,0.5948686867705574,1.918275575513109,-0.8325557898322494,-1.8033774129680038,-0.02089931083501794,-0.04719829194404337
3355,FW510-R12_contig_1_2053,K03601,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,xseA; exodeoxyribonuclease VII large subunit,ko09180,ko09182,ko03400,0.1040318961552343,0.08685464714041755,0.5948686867705574,1.918275575513109,-0.8325557898322494,-1.8033774129680038,-0.02089931083501794,-0.04719829194404337
3356,FW510-R12_contig_1_2053,K13582,Cellular Processes,Cell growth and death,Cell cycle - Caulobacter,podJ; localization factor,ko09140,ko09143,ko04112,0.1040318961552343,0.08685464714041755,0.5948686867705574,1.918275575513109,-0.8325557898322494,-1.8033774129680038,-0.02089931083501794,-0.04719829194404337
3359,FW510-R12_contig_1_2055,K18300,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"oprN; outer membrane protein, multidrug efflux",ko09180,ko09183,ko02000,-0.975652723181378,-0.5298382680239718,-0.1557112019449467,2.541541314105364,-0.3659385608188917,-0.12704877063773282,-0.36488018637471653,-0.02247160312372331
3360,FW510-R12_contig_1_2055,K18300,Brite Hierarchies,Protein families: signaling and cellular processes,Antimicrobial resistance genes,"oprN; outer membrane protein, multidrug efflux",ko09180,ko09183,ko01504,-0.975652723181378,-0.5298382680239718,-0.1557112019449467,2.541541314105364,-0.3659385608188917,-0.12704877063773282,-0.36488018637471653,-0.02247160312372331
3361,FW510-R12_contig_1_2056,K03543,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"emrA; membrane fusion protein, multidrug efflux",ko09180,ko09183,ko02000,-0.27440577998143606,-0.22824987839747168,0.15472527686613524,2.480657805626657,-0.41504864037229355,-1.1378598202134214,-0.4629918919652739,-0.11682707156289253
3362,FW510-R12_contig_1_2059,K01993,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Structural,ABC-2.TX; HlyD family secretion,ko09190,ko09193,ko99992,-0.8799998300768211,-0.20171581407291875,-0.1606925440341545,2.501378128345104,0.15370788760189988,-0.8374697467281683,-0.3643586335602061,-0.21084944747473403
3363,FW510-R12_contig_1_2059,K02005,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Structural,ABC.CD.TX; HlyD family secretion,ko09190,ko09193,ko99992,-0.8799998300768211,-0.20171581407291875,-0.1606925440341545,2.501378128345104,0.15370788760189988,-0.8374697467281683,-0.3643586335602061,-0.21084944747473403
3374,FW510-R12_contig_1_2077,K00626,Metabolism,Carbohydrate metabolism,Pyruvate metabolism,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09101,ko00620,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3375,FW510-R12_contig_1_2077,K00626,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09101,ko00630,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3376,FW510-R12_contig_1_2077,K00626,Metabolism,Carbohydrate metabolism,Butanoate metabolism,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09101,ko00650,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3377,FW510-R12_contig_1_2077,K00626,Metabolism,Energy metabolism,Carbon fixation pathways in prokaryotes,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09102,ko00720,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3378,FW510-R12_contig_1_2077,K00626,Metabolism,Lipid metabolism,Fatty acid degradation,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09103,ko00071,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3379,FW510-R12_contig_1_2077,K00626,Metabolism,Amino acid metabolism,"Valine, leucine and isoleucine degradation","ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09105,ko00280,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3380,FW510-R12_contig_1_2077,K00626,Metabolism,Amino acid metabolism,Lysine degradation,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09105,ko00310,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3381,FW510-R12_contig_1_2077,K00626,Metabolism,Amino acid metabolism,Tryptophan metabolism,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09105,ko00380,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3382,FW510-R12_contig_1_2077,K00626,Metabolism,Metabolism of terpenoids and polyketides,Terpenoid backbone biosynthesis,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09109,ko00900,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3383,FW510-R12_contig_1_2077,K00626,Metabolism,Xenobiotics biodegradation and metabolism,Benzoate degradation,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09100,ko09111,ko00362,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3384,FW510-R12_contig_1_2077,K00626,Environmental Information Processing,Signal transduction,Two-component system,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09130,ko09132,ko02020,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3385,FW510-R12_contig_1_2077,K00626,Organismal Systems,Digestive system,Fat digestion and absorption,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09150,ko09154,ko04975,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3386,FW510-R12_contig_1_2077,K00626,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"ACAT, atoB; acetyl-CoA C-acetyltransferase",ko09180,ko09183,ko04147,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3387,FW510-R12_contig_1_2077,K00632,Metabolism,Lipid metabolism,Fatty acid degradation,"fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09103,ko00071,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3388,FW510-R12_contig_1_2077,K00632,Metabolism,Lipid metabolism,alpha-Linolenic acid metabolism,"fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09103,ko00592,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3389,FW510-R12_contig_1_2077,K00632,Metabolism,Amino acid metabolism,"Valine, leucine and isoleucine degradation","fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09105,ko00280,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3390,FW510-R12_contig_1_2077,K00632,Metabolism,Metabolism of terpenoids and polyketides,Geraniol degradation,"fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09109,ko00281,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3391,FW510-R12_contig_1_2077,K00632,Metabolism,Xenobiotics biodegradation and metabolism,Benzoate degradation,"fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09111,ko00362,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3392,FW510-R12_contig_1_2077,K00632,Metabolism,Xenobiotics biodegradation and metabolism,Ethylbenzene degradation,"fadA, fadI; acetyl-CoA acyltransferase",ko09100,ko09111,ko00642,-0.09060094004238049,-0.07709038332670778,-0.1465243708545757,2.473926957000518,0.1195309557869295,-0.5572023484832203,-0.9962822709171214,-0.725757599163437
3393,FW510-R12_contig_1_2078,K00074,Metabolism,Carbohydrate metabolism,Butanoate metabolism,"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase",ko09100,ko09101,ko00650,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3394,FW510-R12_contig_1_2078,K00074,Metabolism,Amino acid metabolism,Phenylalanine metabolism,"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase",ko09100,ko09105,ko00360,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3395,FW510-R12_contig_1_2078,K00074,Metabolism,Xenobiotics biodegradation and metabolism,Benzoate degradation,"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase",ko09100,ko09111,ko00362,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3396,FW510-R12_contig_1_2078,K01782,Metabolism,Carbohydrate metabolism,Propanoate metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09101,ko00640,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3397,FW510-R12_contig_1_2078,K01782,Metabolism,Carbohydrate metabolism,Butanoate metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09101,ko00650,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3398,FW510-R12_contig_1_2078,K01782,Metabolism,Lipid metabolism,Fatty acid degradation,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09103,ko00071,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3399,FW510-R12_contig_1_2078,K01782,Metabolism,Amino acid metabolism,"Valine, leucine and isoleucine degradation",fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09105,ko00280,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3400,FW510-R12_contig_1_2078,K01782,Metabolism,Amino acid metabolism,Lysine degradation,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09105,ko00310,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3401,FW510-R12_contig_1_2078,K01782,Metabolism,Amino acid metabolism,Tryptophan metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09105,ko00380,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
3402,FW510-R12_contig_1_2078,K01782,Metabolism,Metabolism of other amino acids,beta-Alanine metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17,ko09100,ko09106,ko00410,0.39899622495895576,-0.008462874492273028,-0.39758000370718477,2.429615291065062,-0.2988393371991169,-1.0590733061392978,-0.5011618315597683,-0.5634941629263692
